Custid,Dayswus,Age,Edu,Income,Freq,Recency,Monetary,LTV,Perdeal,Dryred,Sweetred,Drywh,Sweetwh,Dessert,Exotic,WebPurchase,WebVisit,YearsAsCustomer,logIncome,logLTV,FrequencyScore,RecencyScore,MonetaryScore,RFM,value_labels,preference_labels,merged_labels
1283.0,1232.0,49.0,17.0,68519.0,17.0,91.0,645.0,190.0,9.0,62.0,10.0,15.0,7.0,7.0,10.0,62.0,7.0,3.4,11.134866358052516,5.247024072160486,3,1,3,7,0,0,3
1284.0,633.0,61.0,16.0,80133.0,13.0,35.0,441.0,99.0,22.0,36.0,1.0,23.0,20.0,20.0,9.0,30.0,3.0,1.7,11.291443033232651,4.59511985013459,3,3,3,9,2,2,1
1285.0,718.0,19.0,13.0,40455.0,4.0,39.0,49.0,1.0,46.0,7.0,26.0,29.0,4.0,33.0,53.0,56.0,5.0,2.0,10.60794552424194,0.0,1,3,1,5,2,1,0
1286.0,992.0,78.0,20.0,124035.0,40.0,77.0,2107.0,753.0,0.0,61.0,2.0,34.0,2.0,0.0,1.0,17.0,2.0,2.7,11.728319062824378,6.6240652277998935,4,2,4,10,1,0,2
1287.0,846.0,56.0,20.0,80654.0,22.0,81.0,951.0,223.0,17.0,67.0,5.0,25.0,1.0,2.0,8.0,28.0,5.0,2.3,11.297923679347642,5.407171771460119,3,1,3,7,2,0,3
1288.0,1167.0,78.0,15.0,121665.0,50.0,84.0,2704.0,831.0,0.0,49.0,1.0,44.0,2.0,4.0,1.0,14.0,4.0,3.2,11.709026645172557,6.7226297948554485,4,1,4,9,1,2,2
1289.0,846.0,24.0,14.0,32349.0,2.0,12.0,21.0,0.0,47.0,4.0,24.0,16.0,39.0,18.0,79.0,62.0,7.0,2.3,10.384338387550182,0.0,1,4,1,6,0,1,0
1290.0,759.0,27.0,16.0,73856.0,11.0,39.0,348.0,58.0,18.0,41.0,9.0,29.0,14.0,7.0,26.0,73.0,8.0,2.1,11.209872530427717,4.060443010546419,2,3,2,7,2,2,1
1291.0,1108.0,31.0,18.0,42931.0,5.0,32.0,60.0,-8.0,76.0,56.0,2.0,29.0,8.0,5.0,15.0,73.0,8.0,3.0,10.667349454681297,0.0,2,3,1,6,0,0,3
1292.0,1201.0,74.0,15.0,100960.0,37.0,27.0,1918.0,773.0,1.0,39.0,15.0,35.0,6.0,5.0,8.0,8.0,1.0,3.3,11.52247967777504,6.650279048587422,4,3,4,11,1,2,2
1293.0,647.0,26.0,20.0,27236.0,1.0,363.0,11.0,-2.0,76.0,49.0,3.0,38.0,3.0,7.0,17.0,73.0,8.0,1.8,10.212294906602857,0.0,1,1,1,3,2,2,1
1294.0,1050.0,54.0,20.0,65563.0,6.0,92.0,151.0,17.0,38.0,87.0,0.0,12.0,0.0,1.0,4.0,59.0,7.0,2.9,11.090766791420345,2.833213344056216,2,1,2,5,0,0,3
1295.0,991.0,41.0,15.0,63572.0,12.0,62.0,385.0,-32.0,64.0,72.0,4.0,18.0,4.0,2.0,10.0,63.0,8.0,2.7,11.05992840081671,0.0,2,2,2,6,0,0,3
1296.0,742.0,20.0,14.0,55155.0,4.0,57.0,63.0,0.0,51.0,6.0,16.0,21.0,30.0,27.0,64.0,50.0,5.0,2.0,10.917902682403485,0.0,1,2,1,4,2,1,0
1297.0,654.0,76.0,19.0,97190.0,26.0,75.0,1219.0,487.0,2.0,33.0,4.0,39.0,5.0,19.0,1.0,17.0,1.0,1.8,11.484423104497516,6.18826412308259,4,2,4,10,1,2,2
1298.0,977.0,75.0,17.0,114736.0,34.0,17.0,1725.0,801.0,2.0,24.0,17.0,44.0,13.0,2.0,3.0,32.0,4.0,2.7,11.650389116122357,6.68586094706836,4,4,4,12,1,2,2
1299.0,1012.0,59.0,16.0,89525.0,25.0,54.0,1154.0,448.0,13.0,34.0,13.0,14.0,29.0,9.0,4.0,26.0,3.0,2.8,11.402273194866634,6.104793232414985,4,2,4,10,1,1,0
1300.0,838.0,37.0,16.0,52802.0,11.0,41.0,338.0,-69.0,75.0,66.0,1.0,29.0,2.0,2.0,13.0,70.0,9.0,2.3,10.874304347764848,0.0,2,3,2,7,0,0,3
1301.0,779.0,26.0,15.0,23531.0,4.0,70.0,46.0,-10.0,86.0,33.0,3.0,51.0,2.0,11.0,3.0,68.0,8.0,2.1,10.06607397975588,0.0,1,2,1,4,2,2,1
1302.0,767.0,29.0,16.0,48841.0,2.0,9.0,27.0,-7.0,88.0,54.0,3.0,38.0,2.0,3.0,47.0,68.0,7.0,2.1,10.796325403035503,0.0,1,4,1,6,2,2,1
1303.0,738.0,32.0,18.0,30591.0,4.0,67.0,50.0,-7.0,74.0,39.0,7.0,38.0,6.0,10.0,53.0,63.0,7.0,2.0,10.328461127032336,0.0,1,2,1,4,2,2,1
1304.0,839.0,58.0,17.0,91378.0,20.0,23.0,829.0,361.0,13.0,59.0,2.0,23.0,10.0,6.0,7.0,38.0,5.0,2.3,11.422760028250476,5.8888779583328805,3,4,3,10,2,0,3
1305.0,588.0,45.0,15.0,65901.0,12.0,88.0,383.0,94.0,25.0,69.0,0.0,27.0,4.0,0.0,3.0,39.0,5.0,1.6,11.095908894882296,4.543294782270004,2,1,2,5,2,0,3
1306.0,798.0,62.0,16.0,74676.0,23.0,62.0,1022.0,275.0,5.0,60.0,0.0,25.0,4.0,10.0,1.0,28.0,3.0,2.2,11.220914034357218,5.616771097666572,3,2,3,8,2,0,3
1307.0,677.0,74.0,17.0,135579.0,35.0,41.0,1796.0,590.0,0.0,41.0,0.0,52.0,2.0,5.0,8.0,11.0,1.0,1.9,11.817309775238623,6.380122536899765,4,3,4,11,1,2,2
1308.0,978.0,72.0,17.0,93985.0,26.0,43.0,1220.0,436.0,13.0,21.0,10.0,45.0,13.0,11.0,4.0,13.0,2.0,2.7,11.450890474050697,6.077642243349034,4,3,4,11,1,2,2
1309.0,683.0,43.0,20.0,53934.0,2.0,54.0,40.0,5.0,33.0,88.0,0.0,11.0,0.0,0.0,26.0,45.0,5.0,1.9,10.895516355801456,1.6094379124341005,1,2,1,4,2,0,3
1310.0,890.0,42.0,20.0,61856.0,11.0,2.0,341.0,-13.0,54.0,88.0,0.0,11.0,1.0,0.0,3.0,61.0,8.0,2.4,11.032564382008058,0.0,2,4,2,8,0,0,3
1311.0,569.0,53.0,20.0,85351.0,13.0,56.0,437.0,-14.0,53.0,93.0,0.0,7.0,0.0,0.0,2.0,59.0,7.0,1.6,11.354527444615576,0.0,3,2,3,8,2,0,3
1312.0,1031.0,63.0,20.0,97954.0,25.0,89.0,1140.0,301.0,12.0,74.0,2.0,23.0,0.0,1.0,1.0,34.0,5.0,2.8,11.49225325970069,5.707110264748875,4,1,4,9,0,0,3
1313.0,1174.0,69.0,19.0,93512.0,31.0,34.0,1536.0,473.0,2.0,56.0,8.0,28.0,7.0,2.0,4.0,14.0,3.0,3.2,11.445845049287604,6.159095388491933,4,3,4,11,1,0,2
1314.0,863.0,23.0,17.0,29994.0,1.0,439.0,19.0,1.0,44.0,73.0,8.0,14.0,3.0,2.0,36.0,43.0,6.0,2.4,10.308752640641623,0.0,1,1,1,3,2,0,3
1315.0,680.0,67.0,15.0,102072.0,31.0,86.0,1540.0,472.0,0.0,21.0,24.0,17.0,32.0,6.0,8.0,10.0,1.0,1.9,11.53343372560158,6.156978985585555,4,1,4,9,1,1,0
1316.0,597.0,53.0,15.0,88386.0,18.0,72.0,702.0,315.0,14.0,92.0,0.0,7.0,0.0,0.0,3.0,53.0,5.0,1.6,11.389468865042993,5.752572638825633,3,2,3,8,2,0,3
1317.0,609.0,23.0,14.0,55977.0,14.0,9.0,487.0,90.0,13.0,30.0,9.0,37.0,22.0,2.0,55.0,61.0,8.0,1.7,10.93269617106536,4.499809670330265,3,4,3,10,2,1,0
1318.0,789.0,26.0,17.0,25849.0,4.0,68.0,37.0,-4.0,74.0,32.0,7.0,53.0,6.0,2.0,30.0,70.0,8.0,2.2,10.160027194468766,0.0,1,2,1,4,2,2,1
1319.0,594.0,66.0,18.0,101257.0,36.0,90.0,1857.0,1064.0,1.0,58.0,3.0,30.0,3.0,6.0,2.0,14.0,2.0,1.6,11.525417118381483,6.96979066990159,4,1,4,9,1,0,2
1320.0,1200.0,76.0,17.0,109776.0,38.0,89.0,1977.0,785.0,2.0,42.0,3.0,49.0,2.0,4.0,1.0,13.0,2.0,3.3,11.606197204930671,6.665683717782408,4,1,4,9,1,2,2
1321.0,968.0,71.0,16.0,124538.0,32.0,97.0,1599.0,405.0,8.0,80.0,1.0,18.0,1.0,0.0,1.0,41.0,5.0,2.7,11.732366169200017,6.003887067106539,4,1,4,9,1,0,2
1322.0,613.0,22.0,14.0,29932.0,5.0,87.0,87.0,-16.0,65.0,42.0,8.0,21.0,8.0,21.0,11.0,25.0,3.0,1.7,10.30668342120025,0.0,2,1,2,5,2,2,1
1323.0,1156.0,18.0,12.0,23775.0,5.0,54.0,72.0,5.0,38.0,4.0,9.0,23.0,8.0,55.0,83.0,74.0,8.0,3.2,10.07638988741359,1.6094379124341005,2,2,2,6,0,1,0
1324.0,954.0,29.0,14.0,18364.0,4.0,12.0,46.0,-5.0,67.0,27.0,4.0,51.0,4.0,13.0,39.0,70.0,8.0,2.6,9.818147505369112,0.0,1,4,1,6,0,2,1
1325.0,1071.0,68.0,17.0,87502.0,32.0,63.0,1603.0,569.0,2.0,40.0,6.0,38.0,5.0,11.0,17.0,16.0,3.0,2.9,11.379416929227345,6.343880434126331,4,2,4,10,1,2,2
1326.0,1045.0,49.0,17.0,74613.0,14.0,26.0,493.0,33.0,39.0,82.0,1.0,15.0,1.0,1.0,31.0,50.0,7.0,2.9,11.22007003374445,3.49650756146648,3,4,3,10,0,0,3
1327.0,570.0,29.0,20.0,60636.0,2.0,91.0,41.0,11.0,22.0,29.0,7.0,36.0,6.0,22.0,10.0,30.0,2.0,1.6,11.012644055079909,2.3978952727983707,1,1,1,3,2,2,1
1328.0,800.0,77.0,19.0,97077.0,18.0,26.0,702.0,206.0,6.0,77.0,1.0,18.0,1.0,3.0,4.0,41.0,4.0,2.2,11.483259757014473,5.327876168789581,3,4,3,10,2,0,3
1329.0,1247.0,35.0,20.0,50698.0,17.0,64.0,647.0,164.0,20.0,74.0,0.0,24.0,1.0,1.0,14.0,36.0,6.0,3.4,10.833641741069435,5.099866427824199,3,2,3,8,0,0,3
1330.0,1037.0,51.0,15.0,74961.0,15.0,68.0,544.0,235.0,13.0,64.0,10.0,21.0,3.0,2.0,17.0,45.0,6.0,2.8,11.22472325727156,5.459585514144159,3,2,3,8,0,0,3
1331.0,901.0,57.0,14.0,88124.0,20.0,51.0,840.0,183.0,19.0,57.0,18.0,13.0,6.0,6.0,37.0,27.0,3.0,2.5,11.386500192532456,5.209486152841421,3,3,3,9,2,2,1
1332.0,588.0,76.0,18.0,115753.0,36.0,37.0,1855.0,720.0,1.0,28.0,6.0,58.0,2.0,6.0,4.0,19.0,2.0,1.6,11.659213889539185,6.579251212010101,4,3,4,11,1,2,2
1333.0,881.0,72.0,17.0,109318.0,22.0,24.0,958.0,543.0,1.0,32.0,8.0,41.0,10.0,9.0,4.0,12.0,1.0,2.4,11.602016344960637,6.297109319933935,3,4,3,10,1,2,2
1334.0,910.0,24.0,14.0,43218.0,2.0,11.0,41.0,4.0,34.0,50.0,15.0,13.0,1.0,22.0,30.0,56.0,7.0,2.5,10.674012354117416,1.3862943611198906,1,4,1,6,0,1,0
1335.0,773.0,56.0,17.0,70561.0,5.0,68.0,79.0,-3.0,55.0,66.0,4.0,23.0,3.0,4.0,31.0,38.0,3.0,2.1,11.164232862915847,0.0,2,2,2,6,2,0,3
1336.0,673.0,42.0,19.0,76088.0,10.0,81.0,299.0,125.0,16.0,80.0,0.0,18.0,1.0,1.0,13.0,61.0,7.0,1.8,11.239645844162222,4.8283137373023015,2,1,2,5,2,0,3
1337.0,1204.0,67.0,14.0,117640.0,44.0,18.0,2350.0,837.0,1.0,34.0,6.0,42.0,7.0,12.0,4.0,19.0,4.0,3.3,11.675384392667931,6.729824070489475,4,4,4,12,1,2,2
1338.0,790.0,40.0,14.0,56910.0,4.0,90.0,75.0,-16.0,69.0,64.0,5.0,22.0,1.0,7.0,4.0,47.0,5.0,2.2,10.94922635159717,0.0,1,1,2,4,2,0,3
1339.0,1159.0,54.0,15.0,83956.0,28.0,73.0,1341.0,468.0,16.0,77.0,1.0,15.0,4.0,2.0,7.0,59.0,9.0,3.2,11.338048131065507,6.148468295917647,4,2,4,10,0,0,3
1340.0,1244.0,49.0,15.0,75248.0,21.0,32.0,890.0,195.0,21.0,58.0,2.0,24.0,5.0,11.0,7.0,64.0,8.0,3.4,11.22854460418483,5.272999558563747,3,3,3,9,0,0,3
1341.0,846.0,75.0,14.0,130572.0,36.0,95.0,1860.0,1079.0,1.0,15.0,24.0,24.0,18.0,19.0,8.0,26.0,3.0,2.3,11.779680077739012,6.983789965258135,4,1,4,9,1,1,0
1342.0,793.0,42.0,17.0,68356.0,9.0,37.0,259.0,10.0,45.0,71.0,1.0,25.0,2.0,1.0,5.0,33.0,4.0,2.2,11.1324846217668,2.302585092994046,2,3,2,7,2,0,3
1343.0,738.0,70.0,20.0,104362.0,24.0,13.0,1075.0,342.0,1.0,46.0,3.0,45.0,3.0,3.0,2.0,17.0,1.0,2.0,11.555620903497848,5.834810737062605,3,4,3,10,1,2,2
1344.0,622.0,39.0,14.0,35800.0,5.0,10.0,55.0,-10.0,72.0,58.0,2.0,25.0,10.0,5.0,17.0,41.0,4.0,1.7,10.485703172388792,0.0,2,4,1,7,2,0,3
1345.0,845.0,38.0,18.0,39063.0,1.0,360.0,10.0,-4.0,86.0,63.0,0.0,26.0,10.0,1.0,17.0,55.0,5.0,2.3,10.572931006396836,0.0,1,1,1,3,2,0,3
1346.0,788.0,18.0,12.0,35337.0,4.0,73.0,55.0,-7.0,73.0,7.0,37.0,12.0,43.0,0.0,84.0,57.0,8.0,2.2,10.472685852626894,0.0,1,2,1,4,0,1,0
1347.0,1033.0,61.0,15.0,82709.0,32.0,33.0,1595.0,457.0,13.0,79.0,0.0,18.0,1.0,2.0,2.0,27.0,6.0,2.8,11.323083702176396,6.124683390894205,4,3,4,11,0,0,3
1348.0,990.0,28.0,17.0,45661.0,8.0,75.0,220.0,44.0,24.0,44.0,9.0,34.0,10.0,3.0,15.0,58.0,8.0,2.7,10.72899982085141,3.784189633918261,2,2,2,6,0,2,1
1349.0,1181.0,49.0,20.0,78129.0,18.0,92.0,718.0,177.0,9.0,95.0,0.0,4.0,1.0,0.0,3.0,41.0,6.0,3.2,11.266116585728028,5.176149732573829,3,1,3,7,0,0,3
1350.0,1205.0,40.0,16.0,66100.0,5.0,32.0,119.0,-24.0,68.0,46.0,1.0,29.0,11.0,14.0,18.0,44.0,6.0,3.3,11.098924025839777,0.0,2,3,2,7,0,2,1
1351.0,551.0,32.0,18.0,45910.0,4.0,64.0,59.0,3.0,38.0,73.0,1.0,23.0,1.0,2.0,27.0,62.0,7.0,1.5,10.734438237243268,1.0986122886681098,1,2,1,4,2,0,3
1352.0,1223.0,40.0,20.0,58167.0,12.0,90.0,395.0,53.0,30.0,66.0,0.0,16.0,6.0,12.0,10.0,53.0,8.0,3.4,10.971073462599117,3.970291913552122,2,1,3,6,0,0,3
1353.0,598.0,59.0,19.0,104156.0,21.0,11.0,894.0,461.0,1.0,69.0,2.0,25.0,3.0,2.0,13.0,30.0,2.0,1.6,11.553645054247246,6.133398042996649,3,4,3,10,1,0,2
1354.0,566.0,73.0,17.0,96737.0,12.0,1.0,395.0,129.0,4.0,39.0,8.0,38.0,5.0,10.0,2.0,14.0,1.0,1.6,11.47975123493892,4.859812404361672,2,4,3,9,2,2,1
1355.0,1242.0,46.0,19.0,58941.0,11.0,13.0,345.0,92.0,19.0,80.0,0.0,15.0,2.0,2.0,9.0,61.0,8.0,3.4,10.984292222554274,4.5217885770490405,2,4,2,8,0,0,3
1356.0,810.0,45.0,19.0,81711.0,19.0,76.0,763.0,266.0,7.0,81.0,2.0,14.0,2.0,1.0,6.0,57.0,6.0,2.2,11.310943910707977,5.583496308781699,3,2,3,8,2,0,3
1357.0,1193.0,56.0,15.0,68110.0,10.0,89.0,296.0,72.0,28.0,27.0,10.0,35.0,15.0,12.0,33.0,31.0,4.0,3.3,11.128879324235363,4.276666119016055,2,1,2,5,0,1,0
1358.0,829.0,73.0,16.0,115757.0,35.0,61.0,1788.0,1075.0,0.0,22.0,13.0,38.0,18.0,9.0,22.0,14.0,1.0,2.3,11.659248445281918,6.980075940561763,4,2,4,10,1,2,2
1359.0,640.0,67.0,16.0,111372.0,28.0,91.0,1342.0,366.0,5.0,70.0,5.0,23.0,1.0,2.0,1.0,32.0,4.0,1.8,11.620631228383392,5.902633333401366,4,1,4,9,2,0,3
1360.0,645.0,19.0,13.0,29250.0,2.0,71.0,26.0,1.0,41.0,2.0,19.0,31.0,2.0,46.0,66.0,60.0,6.0,1.8,10.283634852660002,0.0,1,2,1,4,2,1,0
1361.0,570.0,30.0,17.0,64008.0,2.0,55.0,40.0,-2.0,56.0,58.0,2.0,29.0,5.0,6.0,7.0,60.0,6.0,1.6,11.06676335452996,0.0,1,2,1,4,2,0,3
1362.0,835.0,55.0,19.0,91740.0,9.0,73.0,261.0,93.0,12.0,70.0,1.0,19.0,5.0,5.0,8.0,29.0,2.0,2.3,11.426713768151163,4.532599493153256,2,2,2,6,2,0,3
1363.0,681.0,46.0,15.0,58610.0,2.0,52.0,31.0,2.0,42.0,56.0,12.0,28.0,0.0,4.0,8.0,65.0,7.0,1.9,10.978660609470476,0.6931471805599453,1,3,1,5,2,0,3
1364.0,962.0,68.0,18.0,94776.0,22.0,13.0,959.0,264.0,9.0,75.0,1.0,18.0,2.0,5.0,1.0,31.0,5.0,2.6,11.459271491634595,5.575949103146316,3,4,3,10,0,0,3
1365.0,571.0,54.0,14.0,69523.0,7.0,22.0,183.0,16.0,38.0,71.0,3.0,20.0,4.0,2.0,45.0,61.0,6.0,1.6,11.14941291205769,2.772588722239781,2,4,2,8,2,0,3
1366.0,674.0,69.0,18.0,90700.0,34.0,61.0,1722.0,805.0,3.0,65.0,1.0,33.0,1.0,1.0,1.0,9.0,3.0,1.8,11.415312636103229,6.690842277418564,4,2,4,10,1,0,2
1367.0,1143.0,21.0,15.0,26500.0,10.0,70.0,296.0,26.0,33.0,25.0,1.0,64.0,9.0,2.0,17.0,73.0,9.0,3.1,10.184900011974314,3.258096538021482,2,2,2,6,0,2,1
1368.0,1202.0,31.0,16.0,50584.0,5.0,4.0,119.0,-11.0,63.0,51.0,9.0,34.0,5.0,1.0,28.0,56.0,8.0,3.3,10.83139059973845,0.0,2,4,2,8,0,2,1
1369.0,1141.0,76.0,17.0,105880.0,36.0,27.0,1859.0,798.0,2.0,37.0,6.0,47.0,8.0,2.0,27.0,12.0,3.0,3.1,11.570061656341036,6.682108597449809,4,3,4,11,1,2,2
1370.0,950.0,33.0,19.0,52886.0,7.0,97.0,187.0,9.0,40.0,68.0,1.0,30.0,0.0,1.0,17.0,62.0,7.0,2.6,10.875893932536773,2.19722457733622,2,1,2,5,0,0,3
1371.0,1000.0,38.0,17.0,54028.0,1.0,82.0,19.0,-5.0,79.0,64.0,2.0,29.0,1.0,4.0,22.0,43.0,5.0,2.7,10.897257709680655,0.0,1,1,1,3,0,0,3
1372.0,601.0,52.0,17.0,71351.0,7.0,35.0,184.0,36.0,24.0,42.0,4.0,36.0,8.0,10.0,10.0,33.0,3.0,1.6,11.175366638223728,3.58351893845611,2,3,2,7,2,2,1
1373.0,1179.0,66.0,18.0,78801.0,24.0,76.0,1089.0,357.0,3.0,28.0,16.0,39.0,12.0,5.0,19.0,12.0,2.0,3.2,11.274680966120778,5.877735781779639,3,2,4,9,1,2,2
1374.0,691.0,37.0,20.0,44531.0,1.0,23.0,20.0,-6.0,81.0,81.0,0.0,18.0,0.0,0.0,2.0,57.0,8.0,1.9,10.703940854834316,0.0,1,4,1,6,2,0,3
1375.0,1052.0,38.0,19.0,66058.0,12.0,100.0,386.0,78.0,19.0,80.0,0.0,19.0,0.0,0.0,6.0,45.0,7.0,2.9,11.098288422979351,4.356708826689592,2,1,3,6,0,0,3
1376.0,551.0,76.0,16.0,106588.0,23.0,72.0,1026.0,291.0,4.0,12.0,16.0,26.0,17.0,29.0,17.0,10.0,1.0,1.5,11.57672621402089,5.673323267171493,3,2,3,8,2,1,0
1377.0,1100.0,27.0,19.0,40043.0,2.0,28.0,31.0,-1.0,53.0,39.0,5.0,42.0,6.0,8.0,13.0,63.0,8.0,3.0,10.59770915569734,0.0,1,3,1,5,0,2,1
1378.0,713.0,29.0,19.0,38525.0,2.0,1.0,25.0,1.0,45.0,51.0,1.0,37.0,5.0,6.0,48.0,55.0,6.0,2.0,10.559062660188316,0.0,1,4,1,6,2,2,1
1379.0,817.0,56.0,18.0,100323.0,12.0,24.0,386.0,122.0,6.0,57.0,2.0,20.0,17.0,5.0,16.0,52.0,4.0,2.2,11.516150259725842,4.804021044733257,2,4,3,9,2,2,1
1380.0,708.0,66.0,17.0,107451.0,28.0,25.0,1335.0,569.0,1.0,38.0,7.0,39.0,14.0,3.0,2.0,17.0,1.0,1.9,11.584790208681609,6.343880434126331,4,4,4,12,1,2,2
1381.0,1200.0,68.0,15.0,104702.0,30.0,98.0,1471.0,585.0,4.0,77.0,2.0,20.0,0.0,1.0,2.0,24.0,3.0,3.3,11.558873498872936,6.371611847231857,4,1,4,9,1,0,2
1382.0,1247.0,22.0,15.0,25013.0,8.0,29.0,216.0,25.0,26.0,13.0,6.0,51.0,20.0,11.0,26.0,54.0,8.0,3.4,10.127150968697189,3.218875824868201,2,3,2,7,0,2,1
1383.0,1175.0,69.0,20.0,98577.0,33.0,37.0,1665.0,689.0,6.0,90.0,1.0,9.0,0.0,0.0,1.0,51.0,8.0,3.2,11.498593247659969,6.535241271013659,4,3,4,11,1,0,2
1384.0,610.0,29.0,19.0,40527.0,2.0,22.0,24.0,-3.0,75.0,66.0,1.0,28.0,0.0,5.0,51.0,69.0,7.0,1.7,10.609723697637792,0.0,1,4,1,6,2,0,3
1385.0,1192.0,20.0,14.0,17067.0,2.0,41.0,42.0,-2.0,60.0,13.0,14.0,31.0,36.0,6.0,35.0,55.0,9.0,3.3,9.744902053418755,0.0,1,3,1,5,0,1,0
1386.0,1162.0,48.0,18.0,77703.0,16.0,49.0,592.0,144.0,12.0,78.0,2.0,18.0,1.0,1.0,28.0,54.0,7.0,3.2,11.260649145649,4.969813299576001,3,3,3,9,0,0,3
1387.0,902.0,50.0,18.0,68717.0,4.0,31.0,89.0,-35.0,82.0,63.0,3.0,27.0,4.0,4.0,33.0,36.0,4.0,2.5,11.13775190029194,0.0,1,3,2,6,2,0,3
1388.0,895.0,35.0,15.0,57404.0,4.0,41.0,89.0,-19.0,81.0,40.0,5.0,37.0,6.0,12.0,20.0,45.0,7.0,2.5,10.957869266290825,0.0,1,3,2,6,0,2,1
1389.0,1154.0,24.0,16.0,24938.0,7.0,33.0,184.0,2.0,48.0,40.0,12.0,27.0,9.0,12.0,4.0,64.0,9.0,3.2,10.12414802355653,0.6931471805599453,2,3,2,7,0,2,1
1390.0,695.0,40.0,17.0,63348.0,8.0,54.0,221.0,-32.0,70.0,72.0,2.0,22.0,0.0,4.0,15.0,53.0,7.0,1.9,11.056398614611616,0.0,2,2,2,6,2,0,3
1391.0,805.0,34.0,18.0,48306.0,4.0,17.0,56.0,12.0,22.0,25.0,4.0,55.0,11.0,5.0,7.0,59.0,5.0,2.2,10.785311055528036,2.4849066497880004,1,4,1,6,2,2,1
1392.0,751.0,30.0,18.0,54457.0,5.0,53.0,120.0,2.0,48.0,37.0,5.0,48.0,4.0,6.0,18.0,56.0,5.0,2.1,10.905166678408571,0.6931471805599453,2,2,2,6,2,2,1
1393.0,1025.0,25.0,16.0,34866.0,2.0,61.0,28.0,-2.0,63.0,18.0,6.0,48.0,8.0,21.0,7.0,58.0,7.0,2.8,10.45926742130316,0.0,1,2,1,4,0,2,1
1394.0,585.0,27.0,20.0,43856.0,4.0,78.0,45.0,1.0,45.0,59.0,1.0,34.0,3.0,3.0,6.0,77.0,8.0,1.6,10.688666818542568,0.0,1,2,1,4,2,0,3
1395.0,1226.0,77.0,15.0,107579.0,28.0,55.0,1344.0,567.0,1.0,18.0,33.0,45.0,2.0,2.0,40.0,20.0,2.0,3.4,11.585980740375962,6.340359303727752,4,2,4,10,1,2,2
1396.0,670.0,67.0,20.0,105078.0,22.0,33.0,959.0,241.0,9.0,83.0,1.0,12.0,2.0,1.0,9.0,50.0,5.0,1.8,11.56245821050072,5.484796933490655,3,3,3,9,2,0,3
1397.0,579.0,19.0,13.0,16048.0,5.0,14.0,39.0,-5.0,80.0,4.0,59.0,7.0,9.0,21.0,61.0,60.0,5.0,1.6,9.683339510201716,0.0,2,4,1,7,2,1,0
1398.0,689.0,71.0,17.0,103443.0,26.0,93.0,1203.0,362.0,1.0,31.0,19.0,32.0,16.0,1.0,9.0,16.0,2.0,1.9,11.546776015345364,5.891644211825772,4,1,4,9,1,2,2
1399.0,607.0,77.0,19.0,102455.0,24.0,37.0,1081.0,512.0,2.0,56.0,1.0,32.0,6.0,5.0,3.0,6.0,0.0,1.7,11.537178956770934,6.238324625039508,3,3,4,10,1,0,2
1400.0,1124.0,76.0,16.0,108713.0,27.0,17.0,1284.0,425.0,20.0,33.0,3.0,44.0,17.0,4.0,10.0,38.0,5.0,3.1,11.596466661174556,6.052089168924417,4,4,4,12,1,2,2
1401.0,956.0,30.0,17.0,32727.0,4.0,43.0,89.0,-5.0,58.0,27.0,6.0,49.0,11.0,7.0,7.0,53.0,7.0,2.6,10.395955704265866,0.0,1,3,2,6,0,2,1
1402.0,859.0,36.0,17.0,50720.0,1.0,182.0,9.0,-2.0,70.0,47.0,1.0,35.0,9.0,8.0,30.0,55.0,4.0,2.4,10.834075589111109,0.0,1,1,1,3,2,2,1
1403.0,1010.0,58.0,17.0,89507.0,21.0,72.0,895.0,261.0,13.0,52.0,8.0,28.0,8.0,4.0,7.0,42.0,6.0,2.8,11.402072113495027,5.564520407322694,3,2,3,8,0,2,1
1404.0,569.0,50.0,14.0,63418.0,4.0,33.0,91.0,14.0,35.0,73.0,2.0,13.0,6.0,6.0,36.0,44.0,4.0,1.6,11.05750301180195,2.6390573296152584,1,3,2,6,2,0,3
1405.0,1023.0,28.0,16.0,38418.0,5.0,91.0,76.0,-8.0,69.0,41.0,7.0,29.0,9.0,13.0,37.0,66.0,8.0,2.8,10.556281378746856,0.0,2,1,2,5,0,2,1
1406.0,708.0,67.0,14.0,95093.0,26.0,82.0,1213.0,706.0,1.0,23.0,33.0,17.0,21.0,6.0,9.0,14.0,1.0,1.9,11.462610639094615,6.559615237493242,4,1,4,9,1,1,0
1407.0,1134.0,66.0,17.0,86847.0,26.0,74.0,1213.0,608.0,9.0,32.0,22.0,33.0,6.0,7.0,15.0,17.0,3.0,3.1,11.371903228758317,6.410174881966167,4,2,4,10,1,2,2
1408.0,852.0,52.0,17.0,67182.0,14.0,91.0,486.0,111.0,19.0,76.0,2.0,18.0,2.0,3.0,7.0,43.0,5.0,2.3,11.115160633488252,4.709530201312334,3,1,3,7,2,0,3
1409.0,744.0,57.0,16.0,92942.0,20.0,86.0,829.0,310.0,2.0,35.0,15.0,24.0,9.0,17.0,8.0,44.0,5.0,2.0,11.43973092166717,5.736572297479192,3,1,3,7,2,2,1
1410.0,1207.0,24.0,18.0,38918.0,7.0,81.0,184.0,-6.0,58.0,7.0,25.0,47.0,12.0,9.0,23.0,62.0,9.0,3.3,10.5692121475181,0.0,2,1,2,5,0,1,0
